0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
143,159,173,188,206,229,251,294,328,375,414,473,527,596,671,764,872,979,1123,1252,1410,1575,1761,1969,2175,2403,2614,2840,3098,3347,3641,3950,4284,4602,4926,5287,5647,6008,6435,6798,7197,7607,7950,8337,8708,9049,9383,9686,9972,10232,10473,10681,10866,11055,11191,11346,11474,11604,11702,11794,11881,11980,12062,12117,12166,12209,12264,12298,12332,12370,12404,12432,12455,12475,12488,12497,12507,12517,12525,12532,12536,12542,12550,12554,12559,12563,12570,12574,12576,12578,12578,12579,12584,12587,12587,12587,12588,12588,12589,12589,12589,12590,12590,12591,12592,12592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,56,73,96,119,140,162,197,246,287,345,398,453,521,601,680,776,892,1024,1154,1292,1460,1652,1859,2129,2414,2718,3082,3435,3848,4297,4809,5345,5920,6580,7250,7964,8642,9349,10004,10593,11136,11700,12191,12723,13176,13660,14112,14485,14869,15225,15585,15873,16148,16383,16600,16834,17025,17180,17330,17483,17596,17709,17793,17868,17954,18021,18067,18127,18172,18220,18257,18290,18318,18351,18369,18394,18416,18429,18441,18457,18467,18480,18492,18500,18507,18512,18517,18519,18525,18529,18532,18535,18537,18537,18537,18537,18537,18539,18539,18540,18540,18543,18543,18543,18544,18544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,49,69,81,104,129,160,205,265,337,386,466,544,636,737,850,990,1148,1344,1518,1778,2075,2451,2871,3406,3965,4530,5139,5726,6251,6730,7174,7584,7967,8334,8708,9080,9498,9879,10302,10696,11116,11528,11881,12209,12554,12853,13149,13426,13703,13950,14188,14391,14613,14827,14967,15118,15249,15355,15484,15596,15686,15758,15842,15904,15948,15998,16047,16088,16123,16158,16185,16213,16231,16253,16268,16284,16296,16308,16314,16322,16329,16337,16346,16354,16358,16363,16370,16371,16373,16377,16381,16382,16384,16388,16390,16393,16393,16395,16397,16399,16399,16399,16400,16400,16400,16402,16403,16404,16405,16405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,107,120,146,161,186,201,227,259,289,328,353,395,451,531,595,665,733,824,926,1056,1192,1361,1562,1802,2057,2339,2677,3034,3431,3825,4316,4801,5352,5967,6555,7268,7938,8670,9353,10007,10649,11239,11805,12377,12939,13466,13949,14392,14830,15257,15652,16007,16290,16575,16836,17080,17273,17470,17638,17800,17957,18081,18185,18285,18380,18474,18534,18596,18639,18692,18731,18770,18796,18819,18851,18869,18886,18901,18916,18925,18938,18947,18957,18963,18973,18977,18980,18983,18989,18992,18997,19003,19004,19004,19007,19007,19008,19011,19012,19014,19015,19015,19016,19016,19016,19016,19016,19017,19017,19017,19017,19018,19018,19019,19019,19019,19019,19019,19019,19020,19020,19020,19021,19021,19021,19021,19021,19021,19021,19022,19022,19022,19022,19022,19022,19022,19022,19022,19022,19022,19022,19022,19022,19023,19023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,77,91,115,147,170,215,258,313,385,470,559,650,767,904,1048,1216,1399,1590,1826,2131,2468,2810,3205,3619,4058,4490,4890,5209,5543,5830,6143,6417,6707,6987,7240,7528,7843,8157,8478,8778,9083,9376,9638,9883,10141,10385,10598,10791,10974,11134,11324,11473,11611,11727,11837,11933,12015,12102,12169,12238,12309,12364,12414,12449,12476,12511,12532,12546,12564,12577,12596,12608,12617,12622,12632,12640,12645,12655,12661,12666,12670,12674,12676,12680,12680,12684,12685,12685,12687,12688,12689,12690,12690,12692,12692,12692,12692,12693,12693,12693,12693,12693,12693,12693,12693,12693,12694,12694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,199,222,245,278,325,381,443,507,578,662,772,912,1058,1197,1387,1584,1832,2092,2453,2835,3242,3729,4197,4619,5097,5557,5951,6357,6709,7026,7305,7592,7832,8044,8262,8468,8667,8839,9005,9161,9310,9444,9561,9708,9804,9896,9977,10048,10112,10173,10228,10284,10331,10381,10429,10460,10490,10521,10553,10575,10593,10605,10628,10636,10646,10659,10669,10678,10683,10692,10702,10707,10710,10712,10715,10719,10720,10721,10723,10723,10723,10724,10725,10725,10725,10726,10727,10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,173,206,233,260,296,332,374,439,499,580,660,762,871,1007,1137,1302,1498,1700,1959,2210,2530,2919,3342,3813,4324,4870,5429,6021,6609,7199,7753,8294,8827,9297,9786,10255,10674,11024,11373,11689,11968,12230,12483,12738,12980,13188,13395,13567,13716,13851,14002,14128,14244,14342,14438,14515,14600,14672,14726,14774,14823,14867,14902,14939,14976,14999,15022,15044,15061,15076,15090,15103,15117,15131,15142,15151,15155,15162,15169,15178,15188,15194,15198,15204,15211,15218,15222,15227,15228,15230,15235,15238,15241,15245,15245,15250,15250,15251,15252,15253,15254,15254,15254,15256,15257,15257,15258,15260,15261,15261,15261,15264,15264,15265,15265,15265,15265,15265,15266,15266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,184,210,224,249,269,297,329,379,431,479,544,623,732,835,956,1083,1259,1465,1681,1955,2237,2596,2966,3459,3975,4535,5105,5720,6313,6930,7533,8109,8642,9162,9624,10058,10450,10852,11175,11451,11702,11969,12189,12423,12618,12797,12970,13139,13324,13470,13616,13723,13820,13906,13995,14075,14145,14212,14260,14309,14344,14381,14415,14441,14475,14490,14506,14526,14543,14557,14572,14579,14585,14596,14601,14609,14614,14617,14622,14628,14632,14636,14637,14637,14638,14639,14642,14644,14645,14646,14649,14649,14652,14652,14652,14652,14654,14654,14655,14656,14656,14656,14656,14656,14657,14657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,184,211,237,261,287,313,356,407,457,508,560,601,683,758,843,940,1061,1174,1313,1450,1606,1786,1985,2210,2418,2644,2884,3137,3404,3690,3996,4337,4646,5009,5356,5765,6161,6570,6957,7347,7732,8133,8482,8833,9189,9476,9787,10071,10324,10556,10786,11021,11186,11367,11518,11644,11766,11882,11980,12078,12180,12263,12323,12378,12430,12479,12516,12541,12562,12592,12615,12636,12658,12674,12688,12703,12715,12725,12729,12739,12749,12758,12761,12768,12770,12772,12777,12783,12787,12788,12790,12792,12793,12793,12796,12796,12797,12800,12801,12801,12802,12804,12806,12808,12808,12808,12808,12809,12810,12810,12810,12810,12810,12810,12812,12812,12812,12812,12812,12813,12813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,98,111,123,130,148,166,183,204,231,254,304,339,380,421,483,558,650,754,866,1003,1145,1317,1482,1695,1924,2183,2448,2756,3041,3340,3648,3983,4348,4739,5167,5592,6058,6546,7057,7615,8101,8649,9151,9625,10051,10475,10860,11222,11566,11899,12238,12533,12810,13039,13242,13457,13639,13797,13933,14076,14189,14283,14385,14472,14542,14606,14674,14719,14751,14788,14823,14859,14892,14910,14930,14947,14961,14977,14987,14999,15008,15019,15028,15032,15036,15045,15049,15050,15053,15054,15055,15056,15058,15060,15061,15064,15065,15066,15066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
